Date,Open_NYMO,High_NYMO,Low_NYMO,Close_NYMO,Volume_NYMO,Open_NYAD,High_NYAD,Low_NYAD,Close_NYAD,Volume_NYAD
2005-02-01,,,,,,183.1499938964844,183.1499938964844,183.1499938964844,183.1499938964844,0.0
2005-02-02,,,,,,186.3800048828125,186.3800048828125,186.3800048828125,186.3800048828125,0.0
2005-02-03,,,,,,185.1100006103516,185.1100006103516,185.1100006103516,185.1100006103516,0.0
2005-02-04,,,,,,191.8500061035156,191.8500061035156,191.8500061035156,191.8500061035156,0.0
2005-02-07,,,,,,192.2100067138672,192.2100067138672,192.2100067138672,192.2100067138672,0.0
2005-02-08,,,,,,193.17999267578125,193.17999267578125,193.17999267578125,193.17999267578125,0.0
2005-02-09,,,,,,188.22999572753903,188.22999572753903,188.22999572753903,188.22999572753903,0.0
2005-02-10,,,,,,190.47000122070312,190.47000122070312,190.47000122070312,190.47000122070312,0.0
2005-02-11,,,,,,194.9499969482422,194.9499969482422,194.9499969482422,194.9499969482422,0.0
2005-02-14,,,,,,196.02999877929688,196.02999877929688,196.02999877929688,196.02999877929688,0.0
2005-02-15,,,,,,196.63999938964844,196.63999938964844,196.63999938964844,196.63999938964844,0.0
2005-02-16,,,,,,197.1300048828125,197.1300048828125,197.1300048828125,197.1300048828125,0.0
2005-02-17,,,,,,192.47000122070312,192.47000122070312,192.47000122070312,192.47000122070312,0.0
2005-02-18,,,,,,189.8800048828125,189.8800048828125,189.8800048828125,189.8800048828125,0.0
2005-02-22,,,,,,182.1100006103516,182.1100006103516,182.1100006103516,182.1100006103516,0.0
2005-02-23,,,,,,185.52999877929688,185.52999877929688,185.52999877929688,185.52999877929688,0.0
2005-02-24,,,,,,190.1699981689453,190.1699981689453,190.1699981689453,190.1699981689453,0.0
2005-02-25,,,,,,197.47999572753903,197.47999572753903,197.47999572753903,197.47999572753903,0.0
2005-02-28,,,,,,194.6300048828125,194.6300048828125,194.6300048828125,194.6300048828125,0.0
2005-03-01,,,,,,198.7100067138672,198.7100067138672,198.7100067138672,198.7100067138672,0.0
2005-03-02,,,,,,198.22999572753903,198.22999572753903,198.22999572753903,198.22999572753903,0.0
2005-03-03,,,,,,198.97000122070312,198.97000122070312,198.97000122070312,198.97000122070312,0.0
2005-03-04,,,,,,206.1000061035156,206.1000061035156,206.1000061035156,206.1000061035156,0.0
2005-03-07,,,,,,206.42999267578125,206.42999267578125,206.42999267578125,206.42999267578125,0.0
2005-03-08,,,,,,202.50999450683597,202.50999450683597,202.50999450683597,202.50999450683597,0.0
2005-03-09,,,,,,195.4600067138672,195.4600067138672,195.4600067138672,195.4600067138672,0.0
2005-03-10,,,,,,193.4499969482422,193.4499969482422,193.4499969482422,193.4499969482422,0.0
2005-03-11,,,,,,190.77999877929688,190.77999877929688,190.77999877929688,190.77999877929688,0.0
2005-03-14,,,,,,192.92999267578125,192.92999267578125,192.92999267578125,192.92999267578125,0.0
2005-03-15,,,,,,188.83999633789065,188.83999633789065,188.83999633789065,188.83999633789065,0.0
2005-03-16,,,,,,183.47999572753903,183.47999572753903,183.47999572753903,183.47999572753903,0.0
2005-03-17,,,,,,186.13999938964844,186.13999938964844,186.13999938964844,186.13999938964844,0.0
2005-03-18,,,,,,182.5500030517578,182.5500030517578,182.5500030517578,182.5500030517578,0.0
2005-03-21,,,,,,178.0399932861328,178.0399932861328,178.0399932861328,178.0399932861328,0.0
2005-03-22,,,,,,172.4600067138672,172.4600067138672,172.4600067138672,172.4600067138672,0.0
2005-03-23,,,,,,166.1699981689453,166.1699981689453,166.1699981689453,166.1699981689453,0.0
2005-03-24,,,,,,168.85000610351562,168.85000610351562,168.85000610351562,168.85000610351562,0.0
2005-03-28,,,,,,168.0,168.0,168.0,168.0,0.0
2005-03-29,,,,,,162.27000427246094,162.27000427246094,162.27000427246094,162.27000427246094,0.0
2005-03-30,,,,,,170.0399932861328,170.0399932861328,170.0399932861328,170.0399932861328,0.0
2005-03-31,,,,,,172.88999938964844,172.88999938964844,172.88999938964844,172.88999938964844,0.0
2005-04-01,,,,,,171.27000427246094,171.27000427246094,171.27000427246094,171.27000427246094,0.0
2005-04-04,,,,,,171.69000244140625,171.69000244140625,171.69000244140625,171.69000244140625,0.0
2005-04-05,,,,,,173.7899932861328,173.7899932861328,173.7899932861328,173.7899932861328,0.0
2005-04-06,,,,,,175.97000122070312,175.97000122070312,175.97000122070312,175.97000122070312,0.0
2005-04-07,,,,,,179.24000549316406,179.24000549316406,179.24000549316406,179.24000549316406,0.0
2005-04-08,,,,,,172.69000244140625,172.69000244140625,172.69000244140625,172.69000244140625,0.0
2005-04-11,,,,,,170.94000244140625,170.94000244140625,170.94000244140625,170.94000244140625,0.0
2005-04-12,,,,,,174.91000366210938,174.91000366210938,174.91000366210938,174.91000366210938,0.0
2005-04-13,,,,,,167.67999267578125,167.67999267578125,167.67999267578125,167.67999267578125,0.0
2005-04-14,,,,,,160.38999938964844,160.38999938964844,160.38999938964844,160.38999938964844,0.0
2005-04-15,,,,,,153.25999450683594,153.25999450683594,153.25999450683594,153.25999450683594,0.0
2005-04-18,,,,,,156.05999755859375,156.05999755859375,156.05999755859375,156.05999755859375,0.0
2005-04-19,,,,,,162.74000549316406,162.74000549316406,162.74000549316406,162.74000549316406,0.0
2005-04-20,,,,,,155.0,155.0,155.0,155.0,0.0
2005-04-21,,,,,,161.72000122070312,161.72000122070312,161.72000122070312,161.72000122070312,0.0
2005-04-22,,,,,,158.63999938964844,158.63999938964844,158.63999938964844,158.63999938964844,0.0
2005-04-25,,,,,,164.9199981689453,164.9199981689453,164.9199981689453,164.9199981689453,0.0
2005-04-26,,,,,,159.83999633789062,159.83999633789062,159.83999633789062,159.83999633789062,0.0
2005-04-27,,,,,,160.1699981689453,160.1699981689453,160.1699981689453,160.1699981689453,0.0
2005-04-28,,,,,,153.92999267578125,153.92999267578125,153.92999267578125,153.92999267578125,0.0
2005-04-29,,,,,,158.9600067138672,158.9600067138672,158.9600067138672,158.9600067138672,0.0
2005-05-02,,,,,,162.99000549316406,162.99000549316406,162.99000549316406,162.99000549316406,0.0
2005-05-03,,,,,,162.8000030517578,162.8000030517578,162.8000030517578,162.8000030517578,0.0
2005-05-04,,,,,,170.55999755859375,170.55999755859375,170.55999755859375,170.55999755859375,0.0
2005-05-05,,,,,,170.4199981689453,170.4199981689453,170.4199981689453,170.4199981689453,0.0
2005-05-06,,,,,,170.07000732421875,170.07000732421875,170.07000732421875,170.07000732421875,0.0
2005-05-09,,,,,,174.92999267578125,174.92999267578125,174.92999267578125,174.92999267578125,0.0
2005-05-10,,,,,,169.55999755859375,169.55999755859375,169.55999755859375,169.55999755859375,0.0
2005-05-11,,,,,,170.6699981689453,170.6699981689453,170.6699981689453,170.6699981689453,0.0
2005-05-12,,,,,,163.72999572753906,163.72999572753906,163.72999572753906,163.72999572753906,0.0
2005-05-13,,,,,,158.19000244140625,158.19000244140625,158.19000244140625,158.19000244140625,0.0
2005-05-16,,,,,,164.75999450683594,164.75999450683594,164.75999450683594,164.75999450683594,0.0
2005-05-17,,,,,,168.8699951171875,168.8699951171875,168.8699951171875,168.8699951171875,0.0
2005-05-18,,,,,,176.72000122070312,176.72000122070312,176.72000122070312,176.72000122070312,0.0
2005-05-19,,,,,,179.00999450683594,179.00999450683594,179.00999450683594,179.00999450683594,0.0
2005-05-20,,,,,,176.85000610351562,176.85000610351562,176.85000610351562,176.85000610351562,0.0
2005-05-23,,,,,,180.25,180.25,180.25,180.25,0.0
2005-05-24,,,,,,179.5,179.5,179.5,179.5,0.0
2005-05-25,,,,,,174.07000732421875,174.07000732421875,174.07000732421875,174.07000732421875,0.0
2005-05-26,,,,,,179.57000732421875,179.57000732421875,179.57000732421875,179.57000732421875,0.0
2005-05-27,,,,,,183.63999938964844,183.63999938964844,183.63999938964844,183.63999938964844,0.0
2005-05-31,,,,,,183.5500030517578,183.5500030517578,183.5500030517578,183.5500030517578,0.0
2005-06-01,,,,,,190.1199951171875,190.1199951171875,190.1199951171875,190.1199951171875,0.0
2005-06-02,,,,,,191.6000061035156,191.6000061035156,191.6000061035156,191.6000061035156,0.0
2005-06-03,,,,,,188.75,188.75,188.75,188.75,0.0
2005-06-06,,,,,,191.63999938964844,191.63999938964844,191.63999938964844,191.63999938964844,0.0
2005-06-07,,,,,,193.00999450683597,193.00999450683597,193.00999450683597,193.00999450683597,0.0
2005-06-08,,,,,,190.3999938964844,190.3999938964844,190.3999938964844,190.3999938964844,0.0
2005-06-09,,,,,,192.57000732421875,192.57000732421875,192.57000732421875,192.57000732421875,0.0
2005-06-10,,,,,,192.52999877929688,192.52999877929688,192.52999877929688,192.52999877929688,0.0
2005-06-13,,,,,,194.5,194.5,194.5,194.5,0.0
2005-06-14,,,,,,198.08999633789065,198.08999633789065,198.08999633789065,198.08999633789065,0.0
2005-06-15,,,,,,200.7100067138672,200.7100067138672,200.7100067138672,200.7100067138672,0.0
2005-06-16,,,,,,205.0800018310547,205.0800018310547,205.0800018310547,205.0800018310547,0.0
2005-06-17,,,,,,208.3600006103516,208.3600006103516,208.3600006103516,208.3600006103516,0.0
2005-06-20,,,,,,205.4499969482422,205.4499969482422,205.4499969482422,205.4499969482422,0.0
2005-06-21,,,,,,205.0800018310547,205.0800018310547,205.0800018310547,205.0800018310547,0.0
2005-06-22,,,,,,206.83999633789065,206.83999633789065,206.83999633789065,206.83999633789065,0.0
2005-06-23,,,,,,201.3600006103516,201.3600006103516,201.3600006103516,201.3600006103516,0.0
2005-06-24,,,,,,197.75999450683597,197.75999450683597,197.75999450683597,197.75999450683597,0.0
2005-06-27,,,,,,197.5399932861328,197.5399932861328,197.5399932861328,197.5399932861328,0.0
2005-06-28,,,,,,203.8699951171875,203.8699951171875,203.8699951171875,203.8699951171875,0.0
2005-06-29,,,,,,205.6199951171875,205.6199951171875,205.6199951171875,205.6199951171875,0.0
2005-06-30,,,,,,204.02999877929688,204.02999877929688,204.02999877929688,204.02999877929688,0.0
2005-07-01,,,,,,208.1000061035156,208.1000061035156,208.1000061035156,208.1000061035156,0.0
2005-07-05,,,,,,213.07000732421875,213.07000732421875,213.07000732421875,213.07000732421875,0.0
2005-07-06,,,,,,210.1699981689453,210.1699981689453,210.1699981689453,210.1699981689453,0.0
2005-07-07,,,,,,211.7400054931641,211.7400054931641,211.7400054931641,211.7400054931641,0.0
2005-07-08,,,,,,219.22999572753903,219.22999572753903,219.22999572753903,219.22999572753903,0.0
2005-07-11,,,,,,225.2700042724609,225.2700042724609,225.2700042724609,225.2700042724609,0.0
2005-07-12,,,,,,226.1100006103516,226.1100006103516,226.1100006103516,226.1100006103516,0.0
2005-07-13,,,,,,223.8699951171875,223.8699951171875,223.8699951171875,223.8699951171875,0.0
2005-07-14,,,,,,222.22999572753903,222.22999572753903,222.22999572753903,222.22999572753903,0.0
2005-07-15,,,,,,222.47999572753903,222.47999572753903,222.47999572753903,222.47999572753903,0.0
2005-07-18,,,,,,218.27999877929688,218.27999877929688,218.27999877929688,218.27999877929688,0.0
2005-07-19,,,,,,224.1499938964844,224.1499938964844,224.1499938964844,224.1499938964844,0.0
2005-07-20,,,,,,229.6199951171875,229.6199951171875,229.6199951171875,229.6199951171875,0.0
2005-07-21,,,,,,224.41000366210935,224.41000366210935,224.41000366210935,224.41000366210935,0.0
2005-07-22,,,,,,229.6499938964844,229.6499938964844,229.6499938964844,229.6499938964844,0.0
2005-07-25,,,,,,225.7400054931641,225.7400054931641,225.7400054931641,225.7400054931641,0.0
2005-07-26,,,,,,227.75999450683597,227.75999450683597,227.75999450683597,227.75999450683597,0.0
2005-07-27,,,,,,229.7899932861328,229.7899932861328,229.7899932861328,229.7899932861328,0.0
2005-07-28,,,,,,236.5800018310547,236.5800018310547,236.5800018310547,236.5800018310547,0.0
2005-07-29,,,,,,233.8600006103516,233.8600006103516,233.8600006103516,233.8600006103516,0.0
2005-08-01,,,,,,235.3000030517578,235.3000030517578,235.3000030517578,235.3000030517578,0.0
2005-08-02,,,,,,240.16000366210935,240.16000366210935,240.16000366210935,240.16000366210935,0.0
2005-08-03,,,,,,239.02999877929688,239.02999877929688,239.02999877929688,239.02999877929688,0.0
2005-08-04,,,,,,233.7400054931641,233.7400054931641,233.7400054931641,233.7400054931641,0.0
2005-08-05,,,,,,226.27999877929688,226.27999877929688,226.27999877929688,226.27999877929688,0.0
2005-08-08,,,,,,223.2700042724609,223.2700042724609,223.2700042724609,223.2700042724609,0.0
2005-08-09,,,,,,226.19000244140625,226.19000244140625,226.19000244140625,226.19000244140625,0.0
2005-08-10,,,,,,228.1300048828125,228.1300048828125,228.1300048828125,228.1300048828125,0.0
2005-08-11,,,,,,232.75999450683597,232.75999450683597,232.75999450683597,232.75999450683597,0.0
2005-08-12,,,,,,229.2899932861328,229.2899932861328,229.2899932861328,229.2899932861328,0.0
2005-08-15,,,,,,231.72999572753903,231.72999572753903,231.72999572753903,231.72999572753903,0.0
2005-08-16,,,,,,225.19000244140625,225.19000244140625,225.19000244140625,225.19000244140625,0.0
2005-08-17,,,,,,224.3000030517578,224.3000030517578,224.3000030517578,224.3000030517578,0.0
2005-08-18,,,,,,221.13999938964844,221.13999938964844,221.13999938964844,221.13999938964844,0.0
2005-08-19,,,,,,222.2100067138672,222.2100067138672,222.2100067138672,222.2100067138672,0.0
2005-08-22,,,,,,225.5200042724609,225.5200042724609,225.5200042724609,225.5200042724609,0.0
2005-08-23,,,,,,222.52999877929688,222.52999877929688,222.52999877929688,222.52999877929688,0.0
2005-08-24,,,,,,220.67999267578125,220.67999267578125,220.67999267578125,220.67999267578125,0.0
2005-08-25,,,,,,223.4900054931641,223.4900054931641,223.4900054931641,223.4900054931641,0.0
2005-08-26,,,,,,217.58999633789065,217.58999633789065,217.58999633789065,217.58999633789065,0.0
2005-08-29,,,,,,221.8699951171875,221.8699951171875,221.8699951171875,221.8699951171875,0.0
2005-08-30,,,,,,219.19000244140625,219.19000244140625,219.19000244140625,219.19000244140625,0.0
2005-08-31,,,,,,227.00999450683597,227.00999450683597,227.00999450683597,227.00999450683597,0.0
2005-09-01,,,,,,229.52999877929688,229.52999877929688,229.52999877929688,229.52999877929688,0.0
2005-09-02,,,,,,227.5399932861328,227.5399932861328,227.5399932861328,227.5399932861328,0.0
2005-09-06,,,,,,234.9900054931641,234.9900054931641,234.9900054931641,234.9900054931641,0.0
2005-09-07,,,,,,235.9900054931641,235.9900054931641,235.9900054931641,235.9900054931641,0.0
2005-09-08,,,,,,231.44000244140625,231.44000244140625,231.44000244140625,231.44000244140625,0.0
2005-09-09,,,,,,237.7100067138672,237.7100067138672,237.7100067138672,237.7100067138672,0.0
2005-09-12,,,,,,237.4900054931641,237.4900054931641,237.4900054931641,237.4900054931641,0.0
2005-09-13,,,,,,231.13999938964844,231.13999938964844,231.13999938964844,231.13999938964844,0.0
2005-09-14,,,,,,227.00999450683597,227.00999450683597,227.00999450683597,227.00999450683597,0.0
2005-09-15,,,,,,226.5200042724609,226.5200042724609,226.5200042724609,226.5200042724609,0.0
2005-09-16,,,,,,230.16000366210935,230.16000366210935,230.16000366210935,230.16000366210935,0.0
2005-09-19,,,,,,225.3600006103516,225.3600006103516,225.3600006103516,225.3600006103516,0.0
2005-09-20,,,,,,219.8000030517578,219.8000030517578,219.8000030517578,219.8000030517578,0.0
2005-09-21,,,,,,214.8999938964844,214.8999938964844,214.8999938964844,214.8999938964844,0.0
2005-09-22,,,,,,214.1300048828125,214.1300048828125,214.1300048828125,214.1300048828125,0.0
2005-09-23,,,,,,215.3699951171875,215.3699951171875,215.3699951171875,215.3699951171875,0.0
2005-09-26,,,,,,217.30999755859372,217.30999755859372,217.30999755859372,217.30999755859372,0.0
2005-09-27,,,,,,215.88999938964844,215.88999938964844,215.88999938964844,215.88999938964844,0.0
2005-09-28,,,,,,215.44000244140625,215.44000244140625,215.44000244140625,215.44000244140625,0.0
2005-09-29,,,,,,221.3300018310547,221.3300018310547,221.3300018310547,221.3300018310547,0.0
2005-09-30,,,,,,224.6699981689453,224.6699981689453,224.6699981689453,224.6699981689453,0.0
2005-10-03,,,,,,226.47000122070312,226.47000122070312,226.47000122070312,226.47000122070312,0.0
2005-10-04,,,,,,222.0200042724609,222.0200042724609,222.0200042724609,222.0200042724609,0.0
2005-10-05,,,,,,213.08999633789065,213.08999633789065,213.08999633789065,213.08999633789065,0.0
2005-10-06,,,,,,208.91000366210935,208.91000366210935,208.91000366210935,208.91000366210935,0.0
2005-10-07,,,,,,212.3600006103516,212.3600006103516,212.3600006103516,212.3600006103516,0.0
2005-10-10,,,,,,206.72999572753903,206.72999572753903,206.72999572753903,206.72999572753903,0.0
2005-10-11,,,,,,203.69000244140625,203.69000244140625,203.69000244140625,203.69000244140625,0.0
2005-10-12,,,,,,196.07000732421875,196.07000732421875,196.07000732421875,196.07000732421875,0.0
2005-10-13,,,,,,192.4499969482422,192.4499969482422,192.4499969482422,192.4499969482422,0.0
2005-10-14,,,,,,198.0500030517578,198.0500030517578,198.0500030517578,198.0500030517578,0.0
2005-10-17,,,,,,199.41000366210935,199.41000366210935,199.41000366210935,199.41000366210935,0.0
2005-10-18,,,,,,192.7899932861328,192.7899932861328,192.7899932861328,192.7899932861328,0.0
2005-10-19,,,,,,197.57000732421875,197.57000732421875,197.57000732421875,197.57000732421875,0.0
2005-10-20,,,,,,190.6300048828125,190.6300048828125,190.6300048828125,190.6300048828125,0.0
2005-10-21,,,,,,195.13999938964844,195.13999938964844,195.13999938964844,195.13999938964844,0.0
2005-10-24,,,,,,203.4900054931641,203.4900054931641,203.4900054931641,203.4900054931641,0.0
2005-10-25,,,,,,200.94000244140625,200.94000244140625,200.94000244140625,200.94000244140625,0.0
2005-10-26,,,,,,197.22999572753903,197.22999572753903,197.22999572753903,197.22999572753903,0.0
2005-10-27,,,,,,190.3000030517578,190.3000030517578,190.3000030517578,190.3000030517578,0.0
2005-10-28,,,,,,197.82000732421875,197.82000732421875,197.82000732421875,197.82000732421875,0.0
2005-10-31,,,,,,204.42999267578125,204.42999267578125,204.42999267578125,204.42999267578125,0.0
2005-11-01,,,,,,203.5500030517578,203.5500030517578,203.5500030517578,203.5500030517578,0.0
2005-11-02,,,,,,210.3500061035156,210.3500061035156,210.3500061035156,210.3500061035156,0.0
2005-11-03,,,,,,210.8800048828125,210.8800048828125,210.8800048828125,210.8800048828125,0.0
2005-11-04,,,,,,209.52999877929688,209.52999877929688,209.52999877929688,209.52999877929688,0.0
2005-11-07,,,,,,212.27999877929688,212.27999877929688,212.27999877929688,212.27999877929688,0.0
2005-11-08,,,,,,209.1100006103516,209.1100006103516,209.1100006103516,209.1100006103516,0.0
2005-11-09,,,,,,211.25,211.25,211.25,211.25,0.0
2005-11-10,,,,,,214.2100067138672,214.2100067138672,214.2100067138672,214.2100067138672,0.0
2005-11-11,,,,,,216.41000366210935,216.41000366210935,216.41000366210935,216.41000366210935,0.0
2005-11-14,,,,,,213.38999938964844,213.38999938964844,213.38999938964844,213.38999938964844,0.0
2005-11-15,,,,,,209.1699981689453,209.1699981689453,209.1699981689453,209.1699981689453,0.0
2005-11-16,,,,,,208.8699951171875,208.8699951171875,208.8699951171875,208.8699951171875,0.0
2005-11-17,,,,,,216.0399932861328,216.0399932861328,216.0399932861328,216.0399932861328,0.0
2005-11-18,,,,,,218.6100006103516,218.6100006103516,218.6100006103516,218.6100006103516,0.0
2005-11-21,,,,,,222.3000030517578,222.3000030517578,222.3000030517578,222.3000030517578,0.0
2005-11-22,,,,,,224.58999633789065,224.58999633789065,224.58999633789065,224.58999633789065,0.0
2005-11-23,,,,,,227.2899932861328,227.2899932861328,227.2899932861328,227.2899932861328,0.0
2005-11-25,,,,,,230.25,230.25,230.25,230.25,0.0
2005-11-28,,,,,,224.47000122070312,224.47000122070312,224.47000122070312,224.47000122070312,0.0
2005-11-29,,,,,,226.8699951171875,226.8699951171875,226.8699951171875,226.8699951171875,0.0
2005-11-30,,,,,,225.69000244140625,225.69000244140625,225.69000244140625,225.69000244140625,0.0
2005-12-01,,,,,,233.2400054931641,233.2400054931641,233.2400054931641,233.2400054931641,0.0
2005-12-02,,,,,,233.8000030517578,233.8000030517578,233.8000030517578,233.8000030517578,0.0
2005-12-05,,,,,,230.6499938964844,230.6499938964844,230.6499938964844,230.6499938964844,0.0
2005-12-06,,,,,,231.82000732421875,231.82000732421875,231.82000732421875,231.82000732421875,0.0
2005-12-07,,,,,,227.25999450683597,227.25999450683597,227.25999450683597,227.25999450683597,0.0
2005-12-08,,,,,,228.02999877929688,228.02999877929688,228.02999877929688,228.02999877929688,0.0
2005-12-09,,,,,,230.5200042724609,230.5200042724609,230.5200042724609,230.5200042724609,0.0
2005-12-12,,,,,,231.2899932861328,231.2899932861328,231.2899932861328,231.2899932861328,0.0
2005-12-13,,,,,,232.63999938964844,232.63999938964844,232.63999938964844,232.63999938964844,0.0
2005-12-14,,,,,,235.6199951171875,235.6199951171875,235.6199951171875,235.6199951171875,0.0
2005-12-15,,,,,,231.47000122070312,231.47000122070312,231.47000122070312,231.47000122070312,0.0
2005-12-16,,,,,,230.4600067138672,230.4600067138672,230.4600067138672,230.4600067138672,0.0
2005-12-19,,,,,,224.22999572753903,224.22999572753903,224.22999572753903,224.22999572753903,0.0
2005-12-20,,,,,,224.5200042724609,224.5200042724609,224.5200042724609,224.5200042724609,0.0
2005-12-21,,,,,,228.2100067138672,228.2100067138672,228.2100067138672,228.2100067138672,0.0
2005-12-22,,,,,,231.25999450683597,231.25999450683597,231.25999450683597,231.25999450683597,0.0
2005-12-23,,,,,,234.47000122070312,234.47000122070312,234.47000122070312,234.47000122070312,0.0
2005-12-27,,,,,,228.16000366210935,228.16000366210935,228.16000366210935,228.16000366210935,0.0
2005-12-28,,,,,,231.4499969482422,231.4499969482422,231.4499969482422,231.4499969482422,0.0
2005-12-29,,,,,,230.9900054931641,230.9900054931641,230.9900054931641,230.9900054931641,0.0
2005-12-30,,,,,,227.0200042724609,227.0200042724609,227.0200042724609,227.0200042724609,0.0
2006-01-03,,,,,,234.1100006103516,234.1100006103516,234.1100006103516,234.1100006103516,0.0
2006-01-04,,,,,,239.3999938964844,239.3999938964844,239.3999938964844,239.3999938964844,0.0
2006-01-05,,,,,,239.94000244140625,239.94000244140625,239.94000244140625,239.94000244140625,0.0
2006-01-06,,,,,,246.22999572753903,246.22999572753903,246.22999572753903,246.22999572753903,0.0
2006-01-09,,,,,,250.52999877929688,250.52999877929688,250.52999877929688,250.52999877929688,0.0
2006-01-10,,,,,,251.6000061035156,251.6000061035156,251.6000061035156,251.6000061035156,0.0
2006-01-11,,,,,,251.47999572753903,251.47999572753903,251.47999572753903,251.47999572753903,0.0
2006-01-12,,,,,,246.8600006103516,246.8600006103516,246.8600006103516,246.8600006103516,0.0
2006-01-13,,,,,,247.88999938964844,247.88999938964844,247.88999938964844,247.88999938964844,0.0
2006-01-17,,,,,,243.83999633789065,243.83999633789065,243.83999633789065,243.83999633789065,0.0
2006-01-18,,,,,,241.9499969482422,241.9499969482422,241.9499969482422,241.9499969482422,0.0
2006-01-19,,,,,,247.47999572753903,247.47999572753903,247.47999572753903,247.47999572753903,0.0
2006-01-20,,,,,,240.50999450683597,240.50999450683597,240.50999450683597,240.50999450683597,0.0
2006-01-23,,,,,,243.91000366210935,243.91000366210935,243.91000366210935,243.91000366210935,0.0
2006-01-24,,,,,,249.1499938964844,249.1499938964844,249.1499938964844,249.1499938964844,0.0
2006-01-25,,,,,,248.19000244140625,248.19000244140625,248.19000244140625,248.19000244140625,0.0
2006-01-26,,,,,,252.75,252.75,252.75,252.75,0.0
2006-01-27,,,,,,256.1499938964844,256.1499938964844,256.1499938964844,256.1499938964844,0.0
2006-01-30,,,,,,255.27999877929688,255.27999877929688,255.27999877929688,255.27999877929688,0.0
2006-01-31,,,,,,256.1199951171875,256.1199951171875,256.1199951171875,256.1199951171875,0.0
2006-02-01,,,,,,256.989990234375,256.989990234375,256.989990234375,256.989990234375,0.0
2006-02-02,,,,,,250.9199981689453,250.9199981689453,250.9199981689453,250.9199981689453,0.0
2006-02-03,,,,,,247.57000732421875,247.57000732421875,247.57000732421875,247.57000732421875,0.0
2006-02-06,,,,,,249.9199981689453,249.9199981689453,249.9199981689453,249.9199981689453,0.0
2006-02-07,,,,,,243.7899932861328,243.7899932861328,243.7899932861328,243.7899932861328,0.0
2006-02-08,,,,,,246.3600006103516,246.3600006103516,246.3600006103516,246.3600006103516,0.0
2006-02-09,,,,,,246.7400054931641,246.7400054931641,246.7400054931641,246.7400054931641,0.0
2006-02-10,,,,,,247.57000732421875,247.57000732421875,247.57000732421875,247.57000732421875,0.0
2006-02-13,,,,,,243.2700042724609,243.2700042724609,243.2700042724609,243.2700042724609,0.0
2006-02-14,,,,,,248.58999633789065,248.58999633789065,248.58999633789065,248.58999633789065,0.0
2006-02-15,,,,,,251.7400054931641,251.7400054931641,251.7400054931641,251.7400054931641,0.0
2006-02-16,,,,,,257.1400146484375,257.1400146484375,257.1400146484375,257.1400146484375,0.0
2006-02-17,,,,,,258.2799987792969,258.2799987792969,258.2799987792969,258.2799987792969,0.0
2006-02-21,,,,,,257.1700134277344,257.1700134277344,257.1700134277344,257.1700134277344,0.0
2006-02-22,,,,,,262.7300109863281,262.7300109863281,262.7300109863281,262.7300109863281,0.0
2006-02-23,,,,,,260.3699951171875,260.3699951171875,260.3699951171875,260.3699951171875,0.0
2006-02-24,,,,,,263.1099853515625,263.1099853515625,263.1099853515625,263.1099853515625,0.0
2006-02-27,,,,,,265.3299865722656,265.3299865722656,265.3299865722656,265.3299865722656,0.0
2006-02-28,,,,,,259.2099914550781,259.2099914550781,259.2099914550781,259.2099914550781,0.0
